ID,firstName,middleName,firstLastName,secondLastName,address,phoneNumber
444930071,Carolina,Mateo,   Morales   ,Ortiz,Calle 66 #63-87, Bucaramanga,3159436208
133921902,Laura,Alejandro,Martinez,Gonzalez,Calle 109 #85-54, Ibague,3749876076
1037311159
674195607,Maria,Fernando,Rojas,DIAZ,   Calle 114 #58-32, Bucaramanga   ,3532398614
137884719,David,Fernanda,Gomez,,null,   3882995381   
646605319,   Jorge   ,Patricia,Gonzalez,   Gonzalez   ,Calle 23 #43-90, Barranquilla,3408508956
411293064,Camila,Julian,Gomez,Gutierrez,Calle 34 #71-24, Bucaramanga,3489411099
34542067,Daniel,Antonio,Lopez,   Castro   ,   Calle 32 #83-41, Bogota   ,3689582172
444697272,Sofia,Fernando,Silva,Rojas,calle 119 #22-76, barranquilla,3935432981
113550509,Camila,Emilio,Ortega,Gomez,Calle 9 #91-74, Cartagena,3444116609
139301169,Luis,patricia,Torres,MORALES,calle 29 #68-56, pereira,3406725437
25626108,Santiago,Felipe,Morales,Lopez,Calle 38 #24-48, Barranquilla,3929404887
880989241,Sebastian,Lucia,Vargas,Lopez,Calle 53 #44-77, Bucaramanga,3163899370
122418223,Daniel,Isabel,,Pinilla,Calle 109 #30-90, Medellin,3425946097
208846691,Carolina,,Gonzalez,Torres,Calle 74 #10-93, Medellin,3049889952
896335528
111733722,,Julian,NAVARRO,castro,Calle 89 #79-79, Manizales,3962325533
650337214,NULL,Patricia,Ramirez,Vargas,Calle 90 #54-1, Cartagena,3355593346
243728266,Camila,Gabriela,gomez,Torres,   Calle 61 #91-99, Ibague   ,3064953264
749287959,Luis,Fernando,Navarro,Ramirez,   Calle 24 #23-22, Bogota   ,3980424596
998667844,Miguel,Julian,Hernandez,Perez,Calle 37 #33-33, Bogota,3515607059
136484501,Santiago,Felipe,Garcia,Alvarado,Calle 120 #61-22, Bogota,3102498892
903949938,Camila,Julian,Garcia,Gutierrez,Calle 13 #91-56, Cali,
143549228,Sofia,Julian,Perez,Ramirez,Calle 116 #28-67, Cartagena,3884431347
23857520,NULL,Lucia,Rojas,Vargas,Calle 21 #64-44, Medellin,3212857843
634142043,Valentina,Julian,,   Alvarado   ,Calle 16 #53-33, Barranquilla,3637489580
84686859,Natalia,Emilio,Torres,Ramirez,Calle 110 #18-80, Barranquilla,3579572433
34517393,,Antonio,Torres,Morales,Calle 10 #31-77, Bogota,3089036663
980426994,Camila,Gabriela,Perez,Martinez,Calle 52 #65-46, Cali,3730774685
890217780,null,Fernanda,,Martinez,Calle 86 #1-69, Bogota,3118476448
521060687,Natalia,Isabel,Gonzalez,,Calle 100 #35-66, Santa Marta,3593408714
987979916,Daniel,Felipe,,Gomez,Calle 40 #78-41, Bucaramanga,
595676465,   Valentina   ,Antonio,,Ramirez
661923734,David,Julian,Vargas,Lopez,NULL,3824396225
357180463,juan,Fernanda,Morales,ROJAS
815952844,Carlos,Patricia,Hernandez,Muñoz,NULL,3674852384
1083081388,Maria,Gabriela,,Hernandez,Calle 116 #22-10, Santa Marta,3622839286
273171062,David,Antonio,Gonzalez,Torres,Calle 102 #37-68, Manizales,3953872962
315889445,Sofia,   Mateo   ,null,Jimenez,Calle 11 #80-46, Pereira,
195748395,Santiago,emilio,Diaz,   Sanchez   
426859506,Laura,Alejandro,Ramirez,   Castro   ,   Calle 59 #71-34, Cali   ,3575042882
446171654,camila,Mateo,Ramirez,Vargas,Calle 38 #32-86, Bogota,3756715056
185077971,Andres,null,Martinez,Rodriguez,Calle 12 #4-58, Medellin,3821192544
874414395,   Laura   ,Fernando,Garcia,Alvarado,   Calle 28 #40-73, Bogota   ,3855358895
1079311280,Santiago,Alejandro,Ortega,Lopez,Calle 41 #77-16, Bucaramanga,3989163878
1016361168,Laura,,Garcia,Jimenez,   Calle 60 #25-29, Manizales   ,3040140952
1046402035,Maria,Emilio,Ortega,,Calle 117 #60-23, Manizales,3089071956
997285140,Miguel,Antonio,NULL,Rojas,Calle 99 #11-75, Santa Marta,3019826768
538080976,Sofia,EDUARDO,   Gomez   ,Jimenez,   Calle 22 #23-67, Ibague   ,3062292115
347776123,Carlos,Alejandro,Perez,Morales,NULL,null
736078126,Santiago,   Isabel   ,Navarro,Castro,Calle 117 #55-6, Bucaramanga,3508437077
735312398,Carolina,Isabel,Diaz,Morales,Calle 75 #48-85, Medellin,3259138662
710344922,Jorge,   Patricia   ,Perez,Diaz,Calle 5 #8-79, Pereira,3105641979
866090128,,Patricia,Gonzalez,Vargas,Calle 51 #64-87, Medellin,3524646279
397062579,Sofia,Fernando,gomez,Ortiz,,3492399785
548502641,Paula,,Perez,Ramirez,Calle 1 #53-65, Bogota,3804305242
586052002,Sofia,Julian,   Rojas   ,Diaz,Calle 14 #36-76, Bogota,3654048253
252164352,Maria,Lucia,Rojas,Morales,   Calle 26 #44-46, Manizales   ,3225180114
958994903,Luis,Antonio,   Gonzalez   ,Muñoz,Calle 80 #84-66, Pereira,NULL
1004837090,Maria,NULL,Gomez,null,Calle 79 #41-57, Cartagena,
334130223,Miguel,Emilio,Castro,Gutierrez,Calle 100 #83-67, Santa Marta,3947815123
716104892,Paula,Julian,Torres,Diaz,Calle 16 #99-66, Cartagena,3565496301
832450742,NULL,Antonio,Perez,Gonzalez,,3339417638
575432226,Carlos,,Hernandez,Garcia,Calle 58 #40-47, Medellin,3247503082
68604382,Laura,eduardo,null,Diaz,Calle 46 #79-15, Manizales,3678943956
110050128,null,Felipe,Martinez,,Calle 56 #9-1, Barranquilla,3233203079
311803879,Daniela,Alejandro,Perez,null,Calle 35 #67-98, Cali,3447143265
128713777,Natalia,Mateo,Lopez,,Calle 109 #66-3, Pereira,
491882431,David,null,,Hernandez,Calle 38 #35-28, Manizales,3900394772
421483927,Natalia,Alejandro,Navarro,Morales,Calle 28 #70-44, Cartagena,3567010587
950857379,Daniela,Fernanda,Martinez,Pinilla,Calle 57 #81-49, Bucaramanga,3527411456
1034030985,Miguel,Lucia,Gomez,null,calle 55 #16-59, manizales,3465122093
787164297,Camila,Lucia,hernandez,Vargas,Calle 9 #15-57, Bucaramanga,3843429256
1025739417,NULL,Gabriela,Ortega,Hernandez,Calle 88 #93-84, Cali,3178342315
1040367768,   David   ,Julian,Hernandez,RODRIGUEZ,Calle 70 #18-90, Medellin,3388274342
531499414,Carolina,Emilio,Martinez,Muñoz,Calle 49 #46-56, Bucaramanga,3866409577
29866418,Jorge,Patricia,Diaz,Muñoz,Calle 41 #21-80, Cartagena,3332042452
583795280,Natalia,Lucia,Silva,Silva,calle 119 #62-98, cali,3317498765
577059651,Ana,,Garcia,Perez,Calle 60 #25-7, Medellin,3942975690
389597587,NULL,Mateo,NULL,Muñoz,Calle 92 #59-94, Medellin,3754541220
1056466893,Daniela,,Perez,Gutierrez,Calle 65 #17-80, Barranquilla,3399863124
1041731394,Carlos,Julian,   Vargas   ,Diaz,Calle 112 #64-15, Bucaramanga,3668271786
756860594,Paula,Eduardo,Gonzalez,Torres,Calle 115 #61-83, Manizales,3806160989
257764744,Jorge,Antonio,null,Castro
161004908,Carolina,Fernanda,Rojas,Rojas,Calle 41 #33-84, Manizales,3022451897
354199271,Carolina,Gabriela,Navarro,Torres,   Calle 35 #47-77, Cali   ,3944270643
851254820,Juan,Fernando,Ramirez,Alvarado,NULL,NULL
929578597,   Sebastian   ,Patricia,Ortega,   Morales   ,CALLE 16 #7-22, BUCARAMANGA,3208703744
206905140,andres,Mateo,LOPEZ,Pinilla,Calle 24 #83-12, Manizales,3867840261
35044729,David,Emilio,gonzalez,Gonzalez,Calle 30 #8-73, Santa Marta,3526628207
435090999,Valentina,Lucia,Perez,Rodriguez,NULL,3191403171
846410939,MIGUEL,Lucia,Navarro,Muñoz,Calle 8 #90-33, Pereira,3573877984
48986184,Valentina,Felipe,   Diaz   ,Torres,Calle 72 #10-25, Cali,3066860410
465482853,Paula,Patricia,Gonzalez,Lopez,Calle 80 #50-92, Bogota,3240999482
858812271,   Sebastian   ,Emilio,,Alvarado,Calle 33 #95-24, Medellin,3036221238
1051452480
1072517915,Miguel,Patricia,Navarro,Gutierrez,Calle 9 #29-72, Cartagena,3348947279
44158076,Carolina,Emilio,Navarro,Rojas,Calle 97 #78-89, Ibague,3068144222
981003898,NULL,Mateo,Navarro,Lopez,   Calle 17 #69-60, Bucaramanga   ,3944058026
672836386,Daniel,Eduardo,Vargas,Gonzalez,Calle 110 #92-6, Barranquilla,3906401738
473894909,Carolina,Fernanda,null,Rodriguez,NULL,3208731885
418975512,Miguel,Alejandro,Hernandez,NULL,Calle 2 #73-49, Manizales,3289243663
848926876
493951471,Paula,null,Rojas,Gomez,Calle 91 #79-59, Barranquilla,3213912911
549555057,Maria,Eduardo,Ortega,Castro,Calle 102 #31-8, Cartagena,3574855728
512155403,Andres,Patricia,navarro,Gomez,Calle 36 #43-84, Manizales,NULL
1066351775,Miguel,   Alejandro   ,Ramirez,Gomez,Calle 27 #37-70, Ibague,3430841504
844403304,Ana,,Silva,Sanchez,Calle 67 #59-95, Cali,3535871054
205360453,Sofia,Emilio,Diaz,Perez,Calle 118 #55-33, Medellin,3209731439
753704497,Jorge,Patricia,Ramirez,Hernandez
828532688,Santiago,Isabel,Hernandez,Morales,Calle 91 #45-36, Ibague,3458964777
951924956,David,null,Castro,Ramirez,Calle 64 #92-27, Ibague,3041262042
474564733,Carlos,Eduardo,Vargas,Sanchez,Calle 71 #64-20, Santa Marta,3344514196
159396900,Miguel,Antonio,Morales,Ortiz,Calle 114 #5-19, Cartagena,3627356908
1041740064,Sofia,   Emilio   ,rojas,Castro,Calle 48 #95-21, Medellin,3934191174
680100450,David,Lucia,Rojas,LOPEZ,Calle 84 #3-78, Medellin,3950596390
698722095,Jorge,Gabriela,,Hernandez,Calle 49 #57-95, Pereira,
732297301
783861708,Valentina,Alejandro,Lopez,Rodriguez,null,3848804074
425045120,Camila,Emilio,Lopez,Vargas,,NULL
477906607,NULL,null,Gonzalez,null,Calle 86 #59-96, Bucaramanga,3593416544
868523049,Santiago,Antonio,Martinez,   Pinilla   ,Calle 107 #46-15, Ibague,3662975704
282416211,   Natalia   ,Isabel,VARGAS,Muñoz,Calle 33 #1-59, Bogota,3476704927
745170237,Valentina,Isabel,,,Calle 28 #5-69, Santa Marta,3031973623
789872276,Jorge,Eduardo,Perez,Martinez,Calle 32 #34-61, Ibague,3345995597
1024196617,   Carlos   ,Fernando,Vargas,Silva,Calle 97 #43-36, Pereira,3511671430
796700345,Miguel,   Lucia   ,Vargas,null,null,3387637570
323641232,Sofia,Felipe,Hernandez,NULL,Calle 102 #95-5, Bogota,3814206560
845175311,Juan,,Rojas,Rojas,Calle 94 #92-97, Santa Marta,3881318284
631237243,Valentina,Alejandro,Torres,Silva,Calle 22 #26-90, Pereira,NULL
218397053
271814855,   Carlos   ,Alejandro,Silva,Lopez,Calle 118 #47-55, Pereira,3586771650
408685153,Valentina,Lucia,Silva,Martinez,   Calle 78 #32-74, Bucaramanga   ,3243073272
782154472,Jorge,Isabel,Lopez,Jimenez,Calle 52 #84-85, Santa Marta,3776670586
905862971,NULL,Alejandro,Morales,Gutierrez,Calle 61 #66-23, Barranquilla,3000872137
359309118,Daniela,NULL,Perez,Morales,Calle 43 #34-41, Bucaramanga,   3141114703   
218490967,Santiago,Lucia,NULL,Castro,Calle 92 #60-85, Medellin,NULL
608227179,Paula,Alejandro,Lopez,Perez,   Calle 45 #95-69, Cartagena   ,   3089229379   
572846322,   Sebastian   ,Antonio,Lopez,Sanchez,Calle 36 #55-63, Bogota,3120469392
236344992,Jorge,FERNANDA,Silva,Martinez,Calle 46 #96-97, Cartagena,3799531675
872508705,Natalia,Mateo,Ramirez,,Calle 88 #65-45, Manizales,
690768172,Valentina,Fernando,Silva,Jimenez,Calle 47 #88-43, Bogota,3750530986
881839804,Andres,Fernanda,Rojas,   Pinilla   
640634793,JUAN,Antonio,Rojas,Morales,Calle 65 #60-24, Manizales,3794680661
221145873,Carlos,,Rodriguez,Morales,calle 2 #72-11, cali,3623016817
839783949,sebastian,Fernanda,Ramirez,Morales
262981345,Ana,,Lopez,Gomez,Calle 116 #36-80, Manizales,3926227482
145546467,David,Gabriela,MORALES,Ramirez,   Calle 14 #10-72, Bucaramanga   ,3840049714
341645126,Valentina,Mateo,Rojas,Gutierrez,Calle 87 #59-44, Pereira,3772022401
1063902667,daniel,Mateo,Castro,Rojas,   Calle 84 #96-75, Bogota   ,NULL
966335058,Camila,Emilio,Ortega,Lopez,Calle 64 #34-51, Barranquilla,3676537255
735950710,Sofia,Lucia,Gonzalez,Vargas,Calle 95 #2-13, Manizales,3331837805
918425689,Sebastian,Gabriela,Castro,Gutierrez,Calle 37 #36-96, Ibague,3856314276
410338600,Miguel,Gabriela,Vargas,NULL,Calle 50 #70-39, Pereira,3808548581
552021467,Sebastian,   Gabriela   ,Torres,Martinez,Calle 101 #47-97, Bucaramanga,3054405988
762752225,Ana,Fernanda,ortega,Ramirez,Calle 79 #71-70, Cali,3885807388
1055858315,Valentina,Julian,   Perez   ,Gonzalez,Calle 103 #53-81, Ibague,3706362945
1062561220,Jorge,Fernanda,Lopez,,Calle 6 #27-20, Bucaramanga,3152249712
708492469,Ana,,Rojas,Gomez,Calle 49 #63-57, Barranquilla,3275587446
105781574,Juan,Antonio,Diaz,Garcia,Calle 64 #89-1, Manizales,3332355550
587057762,Jorge,Patricia,Torres,GOMEZ,Calle 62 #89-44, Pereira,3873498935
1084103619,Santiago,Julian,Lopez,Morales,Calle 79 #19-98, Santa Marta,
1063249486,Santiago,,Diaz,Alvarado,Calle 65 #63-24, Cartagena,3831453748
588336101,,Julian,Perez,null,Calle 60 #30-2, Ibague,null
822918792,Santiago,Isabel,null,,Calle 106 #34-32, Bucaramanga,3126216602
513820587,Andres,Mateo,Garcia,Hernandez,Calle 105 #69-84, Manizales,3224855245
911681071,Sebastian,Julian,Ramirez,Rojas,Calle 71 #80-63, Bogota,3545259316
526221780,,JULIAN,GONZALEZ,Martinez,CALLE 93 #46-59, MEDELLIN,3169952517
578549323,Laura,Fernanda,Perez,Hernandez,Calle 81 #25-37, Manizales,3737189298
1095721094,Paula,Alejandro,Ramirez,Martinez,Calle 31 #55-75, Pereira,3953208489
219588502,Sebastian,Felipe,Vargas,Gutierrez,Calle 66 #4-40, Manizales,3349135454
853946135,null,null,null,Pinilla,calle 95 #49-15, cali,3589252187
337376179,andres,Fernanda,Hernandez,Perez,Calle 35 #88-96, Cartagena,3947314366
876985232,   Andres   ,FERNANDO,   Navarro   ,,,3507428762
565568703,Miguel,Felipe,Gomez,null,Calle 53 #91-79, Bogota,3925538254
741168166,Natalia,Felipe,RAMIREZ,Diaz,Calle 95 #1-28, Pereira,3193147677
1017563447,Daniela,Felipe,Gonzalez,Gomez,Calle 115 #80-37, Bucaramanga,3615216520
519096745,Carlos,Emilio,Gonzalez,Gutierrez,Calle 94 #74-16, Cali,3457719450
67447994,Maria,Antonio,Torres,Morales,Calle 96 #38-11, Ibague,   3836571303   
932225023,Ana,Isabel,Castro,torres,Calle 110 #40-99, Manizales,3560832091
908274126,Sofia,Antonio,Perez,null,Calle 4 #87-10, Barranquilla,3940467189
624976398,Luis,   Emilio   ,Gonzalez,Garcia,Calle 22 #91-42, Medellin,   3611698993   
876014755,Ana,Isabel,Torres,Rojas,Calle 52 #46-26, Bogota,3724091468
263856982,Carlos,Emilio,Ramirez,Alvarado,Calle 76 #88-42, Santa Marta,3039679074
874071854,Jorge,Lucia,Morales,null,,3258127146
390180584,Daniel,Patricia,Ramirez,Rodriguez,Calle 95 #63-20, Medellin,3353590252
947856513,Paula,Emilio,Morales,,Calle 112 #1-22, Cartagena,   3874776931   
727936037,Camila,NULL,Torres,Hernandez,Calle 72 #4-58, Ibague,
884325467
972966186,Andres,Fernando,Gomez,Silva,Calle 70 #64-51, Pereira,3328160936
616892755,,Julian,Castro,Martinez,Calle 112 #73-38, Bucaramanga,3908083698
551073015,,Julian,   Rodriguez   ,Garcia,Calle 115 #20-54, Santa Marta,3258683734
575933711,Paula,   Emilio   ,Ortega,Vargas,   Calle 103 #50-3, Manizales   ,3692253786
616355909,Carolina,   Julian   ,Diaz,Perez,Calle 103 #13-47, Medellin,   3025670793   
200893011,,Eduardo,Navarro,Hernandez,Calle 76 #37-95, Santa Marta,3052192552
337541242,juan,Emilio,Rodriguez,Gonzalez,Calle 105 #64-24, Bogota,
848458434,   Miguel   ,Mateo,Rojas,Garcia,Calle 46 #32-9, Manizales,3953515734
562818726,David,Antonio,Torres,Ramirez,Calle 4 #95-89, Pereira,3599650717
810922174,Santiago,Isabel,Hernandez,alvarado,Calle 31 #63-38, Bucaramanga,   3003719566   
673056172,Jorge,Eduardo,Rojas,Garcia,Calle 68 #95-68, Cali,null
528077461,Maria,Alejandro,,Sanchez,null,3723139112
425554192,Paula,Emilio,Hernandez,Perez,Calle 62 #50-5, Cartagena,3053635551
857383754,Miguel,Felipe,Diaz,,Calle 53 #10-84, Cartagena,
202453612,Andres,Fernanda,Garcia,Silva,Calle 19 #47-50, Manizales,   3717963827   
10101468,David,Isabel,CASTRO,Rojas,Calle 112 #28-25, Medellin,3536262631
661300402,,Fernanda,Perez,Rodriguez,Calle 29 #41-76, Pereira,3147898827
754646724,null,Antonio,null,Hernandez,Calle 8 #21-55, Medellin,3016343846
655497846,Santiago,,Hernandez,Perez,Calle 6 #94-50, Pereira,3212263111
67798957,Sofia,,Gomez,Alvarado,Calle 96 #39-32, Santa Marta,3488969889
502990566,NULL,Fernanda,NULL,Martinez
390707696,Jorge,Alejandro,Lopez,Sanchez,Calle 47 #77-67, Medellin,3992399451
311809268,Carolina,Fernando,Morales,Perez,Calle 75 #27-58, Santa Marta,3833266485
302267238,Valentina,Julian,Navarro,Muñoz,Calle 69 #82-59, Cartagena,3017918321
770567528,Juan,Felipe,Rodriguez,NULL,calle 16 #24-16, medellin,3037891527
55077653,Luis,Fernanda,Rojas,Morales,Calle 116 #39-5, Medellin,3818451991
703755829,null,Emilio,Garcia,Ramirez,Calle 112 #27-3, Bogota,3767014751
822316019,Natalia,Gabriela,Castro,Muñoz,Calle 63 #86-56, Bucaramanga,3965533304
562650764,Paula,Lucia,   Ortega   ,Martinez,Calle 69 #57-13, Pereira,NULL
911296801,miguel,Julian,Rodriguez,Gonzalez,null,3258511341
304247450,Juan,Antonio,Rojas,Diaz,null,3932515287
653855953,Miguel,Antonio,Vargas,Martinez,Calle 120 #24-3, Medellin,3407464709
964148686,Miguel,Fernanda,   Ramirez   ,Garcia,Calle 81 #33-53, Bogota,3087159044
948130040,Paula,Gabriela,Vargas,Morales
971462338,Maria,Patricia,Garcia,Gonzalez,Calle 57 #72-29, Ibague,   3120914501   
719002657,,Emilio,Rojas,Rojas,Calle 74 #42-17, Bogota,3019398523
870315958,David,Eduardo,Vargas,   Torres   ,Calle 89 #4-16, Ibague,
786875873,Juan,Isabel,Castro,Rodriguez,Calle 58 #75-50, Bogota,3748016937
955822734,Carolina,Patricia,,Ramirez,Calle 3 #3-67, Cali,null
1080423538,Sofia,Fernando,Gomez,,Calle 79 #79-52, Santa Marta,3725410222
28109446,Andres,Isabel,Diaz,Torres,null,3647310701
835421786,Daniela,Gabriela,Gomez,Sanchez,Calle 86 #23-44, Cartagena,null
545804762,Maria,Felipe,Lopez,Silva,   Calle 33 #66-34, Ibague   ,3201272169
876629429,Carlos,Emilio,Silva,null,Calle 35 #19-6, Cartagena,3440049343
102069991,Paula,,NULL,Morales,Calle 29 #28-16, Pereira,3771962034
71346567,Jorge,Emilio,Castro,   Morales   ,NULL,NULL
459484566,null,Alejandro,Gomez,Jimenez,Calle 48 #59-15, Pereira,3828648913
95566785,Camila,Emilio,Navarro,Jimenez,Calle 65 #17-58, Bogota,3166297315
964247981,Paula,ISABEL,Silva,Gonzalez,Calle 66 #91-74, Pereira,3723760952
1081441166,Santiago,Isabel,Silva,Perez,Calle 101 #94-30, Santa Marta,3469591477
487988601,Santiago,Mateo,Hernandez,Pinilla
753565593,Natalia,Eduardo,Martinez,Gomez,Calle 29 #91-99, Barranquilla,3681892842
289528006,Laura,Eduardo,garcia,Jimenez,CALLE 60 #75-11, MANIZALES,3009716991
228835268,,Fernando,SILVA,Rojas,Calle 67 #70-52, Pereira,3179053050
152537670,null,Mateo,,   Gutierrez   ,Calle 81 #12-15, Santa Marta,3467251757
188191259,Sebastian,Julian,Martinez,Morales,Calle 63 #42-28, Cali,null
609626584,Luis,Gabriela,Ramirez,Jimenez,,3840214998
1058100484,Juan,Julian,Perez,Garcia,Calle 75 #43-91, Manizales,3650057754
187456253,David,Isabel,Lopez,,Calle 22 #94-69, Ibague,3752822338
493431619,Laura,Lucia,Torres,Rodriguez,Calle 6 #19-20, Bogota,null
428682303,Andres,GABRIELA,Lopez,Rojas,Calle 37 #71-13, Bucaramanga,3839009056
692353335,Maria,Fernanda,Vargas,null,null,3196130630
820811577,Daniel,   Lucia   ,Morales,LOPEZ,calle 32 #46-26, santa marta,3575760417
117352549,Ana,Gabriela,Silva,Gonzalez,Calle 27 #94-10, Santa Marta,3710030418
111421121,   Juan   ,FERNANDO,Vargas,Castro,Calle 75 #27-86, Santa Marta,3043709443
255741862,Natalia,Julian,Castro,Rodriguez,null,   3125412671   
1099329266,,,Ortega,Lopez,NULL,3558286027
931774125,Sofia,Eduardo,Rodriguez,Alvarado,,3929610626
519269880,Daniela,Gabriela,Ramirez,Ramirez,   Calle 55 #27-79, Manizales   ,3642798943
265432988,Luis,Mateo,   Navarro   ,Jimenez,Calle 70 #89-48, Cartagena,3329757592
443274873,Juan,Patricia,Rojas,Morales,Calle 55 #81-65, Cartagena,3094275285
402578677,Jorge,   Patricia   ,Vargas,Perez,Calle 45 #66-16, Cali,   3426201045   
143433959,Carlos,Isabel,Garcia,Perez,Calle 12 #72-20, Cali,3842346012
241222676,David,Felipe,Vargas,Vargas,Calle 120 #52-35, Bucaramanga,3948867428
996264478,Maria,Mateo,Silva,Perez,Calle 38 #85-40, Santa Marta,3816135344
428614391,Carlos,Lucia,NULL,,Calle 68 #13-26, Bogota,3252414252
891420746,Sebastian,Julian,Ramirez,Torres,Calle 98 #25-78, Bucaramanga,3798897900
628720866,Carlos,null,   Diaz   ,NULL,Calle 119 #92-17, Cartagena,3780528718
935495415,Juan,Lucia,null,Castro,Calle 4 #92-78, Pereira,3278429664
866554975
393854500,Andres,Mateo,   Castro   ,Muñoz
43186375,NULL,Fernando,Perez,Rodriguez,Calle 90 #71-33, Bogota,3321750455
274285854
1053246282,Miguel,   Gabriela   ,Garcia,Vargas,Calle 15 #29-62, Pereira,3695250934
539024226,NULL,Antonio,Lopez,Perez,Calle 45 #27-18, Medellin,3831034576
1074053746,Paula,PATRICIA,Garcia,Muñoz,NULL,3893825024
876461615,Sebastian,,Silva,Sanchez,,NULL
782300202,Maria,   Alejandro   ,Castro,Torres,,
905793141,Miguel,Fernanda,Gomez,Vargas,Calle 51 #56-21, Santa Marta,3637094854
533790305,Miguel,FERNANDA,Navarro,Silva,Calle 58 #75-20, Barranquilla,3132019998
1087059157,Juan,Felipe,Torres,Torres,Calle 115 #39-97, Pereira,3888578501
664949473,Ana,Emilio,Ramirez,Gutierrez,Calle 114 #30-11, Cartagena,3159484844
149411545,Juan,Emilio,Rojas,DIAZ,Calle 35 #34-77, Medellin,3952836772
309653208,Jorge,Julian,Perez,Pinilla,Calle 117 #23-69, Barranquilla,3217637748
664461390,Maria,Fernando,Torres,Torres,   Calle 115 #28-60, Bucaramanga   ,3745755349
633945474,null,Fernando,Navarro,Gutierrez,calle 13 #21-18, cartagena,3231589866
277708081,Daniel,,Rodriguez,,Calle 67 #85-89, Medellin,3930046760
329974622,Camila,Patricia,Garcia,Perez,NULL,3963138778
307271253,David,Isabel,   Martinez   ,Gutierrez,Calle 2 #50-36, Barranquilla,3441974987
697950428,Juan,Fernanda,Silva,Morales,Calle 26 #35-52, Bogota,3137394787
846835834
930314075,Jorge,Gabriela,NULL,Jimenez,null,3170380259
824915285,PAULA,Mateo,Vargas,Morales,Calle 17 #72-11, Ibague,3242707880
224038424,Juan,Alejandro,Ramirez,gutierrez,NULL,3345624227
593043610,,Isabel,Castro,Martinez,Calle 68 #18-17, Bogota,NULL
169229313,NULL,Fernando,Lopez,Vargas,Calle 20 #84-98, Ibague,3429735456
182332053,carlos,NULL,Rojas,   Gutierrez   ,calle 113 #37-46, medellin,3948042836
952087739,Daniela,Emilio,Diaz,Torres,null,3498038360
450014815,Maria,Lucia,Gonzalez,Diaz,Calle 109 #90-97, Ibague,3123345318
425438361,Daniel,Mateo,Silva,Martinez,null,3333542378
963352150,,Emilio,RODRIGUEZ,Garcia,   Calle 20 #78-46, Barranquilla   ,3563980072
330931814,David,Julian,,Castro,calle 97 #54-65, cali,3386938897
526659245,Luis,NULL,Rojas,,Calle 7 #17-88, Barranquilla,3023557790
782809848,Sofia,Julian,Diaz,Gonzalez,Calle 87 #9-91, Manizales,3416716704
419826185,Miguel,Felipe,Rodriguez,Pinilla,Calle 60 #5-36, Pereira,3158013677
239588025,David,Emilio,   Castro   ,Diaz,Calle 9 #90-77, Medellin,3787922315
479498660,Jorge,Felipe,   Martinez   ,Silva,Calle 96 #83-15, Medellin,   3975894507   
44920699,Ana,Alejandro,Gonzalez,SILVA,Calle 104 #69-97, Manizales,3079558931
376565792,Miguel,Isabel,Ramirez,Diaz,,3160654066
508419306,Sebastian,Fernanda,Diaz,Alvarado,,3094991548
879843598,Carlos,Lucia,Castro,Torres,,3301380540
196950457,Ana,Eduardo,MORALES,Martinez
1078557535,   Juan   ,Mateo,Lopez,Castro,Calle 94 #74-78, Santa Marta,3661027865
715085463,Carlos,Lucia,Ortega,Perez,Calle 106 #40-5, Ibague,3098718763
832159827,Santiago,Alejandro,Hernandez,Castro,Calle 88 #88-50, Santa Marta,3934968260
195067862,camila,Antonio,Diaz,Gutierrez,Calle 71 #47-21, Pereira,3676389976
143412058,Natalia,Julian,Vargas,Sanchez,Calle 7 #69-20, Medellin,3214213222
386744157,,   Antonio   ,Garcia,Torres,,3708664436
459333211,null,Isabel,Ortega,Rojas,Calle 34 #77-76, Cartagena,3552797855
408987777,Daniela,Lucia,Rojas,Diaz,Calle 31 #46-43, Bucaramanga,3686163164
925488289,Laura,Julian,Rodriguez,Castro,Calle 76 #88-55, Santa Marta,3971714660
412875141,   Jorge   ,Lucia,Martinez,Perez,Calle 79 #64-70, Manizales,3562195412
728866266,   Daniel   ,,Morales,Sanchez,Calle 80 #15-67, Bogota,3031342498
484191004,Daniela,Fernando,Lopez,Perez,Calle 8 #31-69, Cartagena,3647610863
949207079,Natalia,LUCIA,Rodriguez,NULL,Calle 19 #83-43, Cartagena,3923311895
475374367,   Carlos   ,null,Rodriguez,Castro,null,3779924999
563348265,Andres,ANTONIO,Martinez,Rodriguez,Calle 102 #28-64, Bucaramanga,3499202884
349004020,Juan,Julian,Torres,Silva,calle 68 #31-50, cali,3905583689
865159246,Andres,Isabel,Ortega,Lopez,   Calle 6 #40-58, Medellin   ,3724940353
275159076
1050348717,Ana,Felipe,Gomez,Muñoz,Calle 118 #41-46, Cali,3503971765
827689133,Natalia,Isabel,Lopez,Rojas,Calle 32 #78-22, Bucaramanga,3953573754
956948142,Ana,Alejandro,Gomez,Castro,Calle 56 #33-92, Cartagena,3366576936
440025010,Paula,   Emilio   ,Vargas,Ortiz,Calle 54 #7-13, Manizales,3167624440
292241220,Sofia,Gabriela,Morales,Sanchez,,3431913067
415956095,   Jorge   ,Alejandro,Hernandez,Silva,Calle 98 #70-91, Pereira,3522839155
79067161,Luis,Lucia,NULL,Gutierrez,calle 49 #81-66, medellin,3265362437
1016972591,Maria,Patricia,Garcia,Diaz,Calle 19 #47-22, Bucaramanga,3061185548
